CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age
United States,Graduate Degree,Clerical,M,M,1,2,1,2,80824,1.0,52.92,38
United Kingdom,Bachelors,Clerical,M,S,0,0,0,0,84195,1.0,54.26,37
Australia,Partial College,Clerical,F,M,0,1,0,0,83555,1.0,54.99,26
France,Partial High School,Manual,M,M,1,1,1,2,26792,0.0,51.28,57
Australia,Bachelors,Management,M,S,1,1,0,0,106145,1.0,56.22,40
United States,Partial College,Clerical,F,M,1,2,1,2,77907,0.0,53.79,41
United States,High School,Clerical,F,S,1,0,0,0,86696,1.0,52.3,49
United States,Graduate Degree,Professional,M,M,1,0,1,2,133948,0.0,51.73,33
United States,Bachelors,Professional,M,M,1,1,1,2,130592,0.0,52.85,64
United Kingdom,Bachelors,Skilled Manual,F,M,1,1,1,2,53080,1.0,51.23,41
United States,Partial College,Management,M,M,1,1,0,2,109235,0.0,46.18,53
United States,Partial High School,Manual,M,M,1,0,1,2,27185,1.0,52.32,50
France,High School,Clerical,M,M,1,3,1,2,81839,1.0,51.24,49
Australia,Bachelors,Skilled Manual,F,S,0,1,0,0,56192,1.0,50.47,28
United States,Bachelors,Manual,M,S,0,1,0,0,31087,1.0,51.79,38
United States,Bachelors,Clerical,M,M,1,3,1,1,81292,1.0,51.38,36
United Kingdom,Partial High School,Manual,M,S,0,0,0,0,32768,0.0,55.0,33
Germany,Partial College,Skilled Manual,M,S,0,0,0,0,57883,1.0,50.85,25
Canada,Partial High School,Skilled Manual,F,S,0,0,0,0,59032,1.0,49.6,27
United States,Partial College,Clerical,M,M,1,0,1,2,83984,1.0,48.85,48
United States,Bachelors,Skilled Manual,F,M,1,2,1,2,56043,1.0,54.72,61
United States,Bachelors,Clerical,F,M,1,3,1,2,81008,1.0,53.01,64
Australia,Bachelors,Management,F,S,1,0,0,0,111128,1.0,63.45,40
Australia,Bachelors,Management,M,M,1,2,0,2,102830,0.0,48.28,39
Australia,High School,Skilled Manual,M,M,1,2,2,2,60809,1.0,52.62,49
United States,Partial High School,Skilled Manual,F,S,1,2,0,0,58230,1.0,57.62,52
United States,Graduate Degree,Skilled Manual,M,M,1,2,1,1,60260,0.0,50.47,38
United States,Graduate Degree,Clerical,F,M,1,3,1,2,78417,1.0,49.54,69
France,Partial College,Clerical,M,S,1,3,0,0,81929,0.0,46.66,42
Australia,High School,Skilled Manual,M,M,0,2,0,0,52556,1.0,58.6,30
United States,Partial College,Clerical,F,S,0,0,0,0,80475,1.0,55.27,24
United States,Bachelors,Skilled Manual,M,M,1,0,2,2,61169,0.0,51.69,43
United States,Bachelors,Clerical,F,S,0,3,0,0,78385,1.0,45.66,37
United States,Bachelors,Clerical,M,M,1,3,0,2,81890,1.0,55.34,47
United States,High School,Manual,M,S,0,0,0,0,27178,1.0,52.49,29
United States,Bachelors,Clerical,M,M,1,0,1,2,83383,1.0,48.51,41
France,Partial College,Management,M,M,1,1,1,1,111174,1.0,50.58,34
United States,Bachelors,Professional,F,M,1,2,0,2,129046,1.0,52.88,58
Canada,Partial College,Manual,M,M,0,0,0,2,30083,1.0,52.96,39
Australia,Bachelors,Management,M,S,1,2,0,0,110477,1.0,52.56,40
United States,Graduate Degree,Professional,F,M,1,2,0,2,135024,0.0,47.33,45
Australia,Partial High School,Skilled Manual,F,M,1,2,1,2,52616,1.0,52.4,54
United States,Partial College,Clerical,M,M,0,0,0,0,76977,1.0,48.56,30
United States,Graduate Degree,Professional,M,M,1,3,0,0,133388,0.0,55.02,31
Australia,Graduate Degree,Professional,M,M,1,2,2,2,131913,0.0,55.8,34
United States,High School,Skilled Manual,F,M,1,1,1,2,59797,0.0,50.21,48
United States,Graduate Degree,Manual,M,M,0,0,0,1,36778,1.0,51.43,33
Canada,Bachelors,Skilled Manual,M,S,0,0,0,0,60619,0.0,48.22,40
United Kingdom,Partial College,Skilled Manual,M,M,0,2,0,0,57129,0.0,48.3,26
Australia,Bachelors,Professional,F,S,1,1,0,0,132989,1.0,55.39,39
United Kingdom,Partial College,Management,F,S,1,1,0,0,108886,1.0,53.19,41
United Kingdom,Partial College,Skilled Manual,F,S,0,1,0,0,53207,1.0,53.21,28
United States,Bachelors,Clerical,M,S,0,1,0,0,80965,1.0,50.83,37
Australia,High School,Skilled Manual,M,M,1,1,0,2,55868,0.0,48.48,59
France,High School,Skilled Manual,F,M,0,2,0,0,53824,1.0,48.07,25
Australia,Partial College,Management,M,S,0,2,0,0,106914,0.0,45.13,25
Australia,Bachelors,Management,M,M,1,3,1,2,103416,0.0,47.77,45
Australia,Graduate Degree,Professional,F,M,1,3,1,2,136367,0.0,51.87,38
United States,High School,Clerical,F,S,0,2,0,0,86521,1.0,59.95,27
France,Partial College,Skilled Manual,F,M,1,2,0,2,54107,0.0,46.09,61
Australia,Partial College,Skilled Manual,M,M,0,0,0,0,51324,1.0,50.04,27
France,High School,Manual,F,M,1,1,0,2,26014,1.0,56.21,75
United Kingdom,High School,Manual,F,S,0,1,0,0,36297,0.0,50.32,39
Canada,Partial College,Clerical,F,S,0,1,0,0,80016,0.0,54.45,41
United States,Graduate Degree,Management,M,S,1,3,0,0,108891,0.0,52.48,39
Germany,Partial High School,Manual,F,S,0,0,0,0,35560,0.0,53.68,39
Australia,Partial College,Manual,F,M,1,0,1,2,32096,0.0,52.84,65
Germany,High School,Skilled Manual,M,M,1,1,1,2,58257,0.0,48.69,53
United States,Partial High School,Skilled Manual,F,S,1,1,0,0,60542,1.0,50.64,49
United States,Bachelors,Professional,F,S,1,3,0,0,133211,0.0,53.16,42
Germany,Partial High School,Skilled Manual,F,S,0,1,0,0,55620,1.0,58.24,32
United States,Partial College,Clerical,M,M,1,2,0,1,83024,0.0,51.14,42
Germany,Partial College,Clerical,M,M,1,3,0,2,80538,1.0,48.45,55
Germany,Partial College,Manual,F,M,1,1,1,2,31076,1.0,50.39,62
United Kingdom,Bachelors,Management,M,M,1,0,0,0,109026,1.0,52.76,30
Canada,Partial College,Manual,M,M,1,1,0,1,27435,1.0,54.86,43
United Kingdom,Partial High School,Skilled Manual,M,S,0,1,0,0,54648,1.0,59.77,41
Germany,Partial College,Management,M,M,0,3,0,0,107500,1.0,50.78,26
United Kingdom,Partial College,Skilled Manual,M,M,1,0,0,2,55772,1.0,47.19,58
Australia,Partial College,Clerical,F,M,1,0,0,1,80514,1.0,56.23,43
United Kingdom,Bachelors,Professional,F,M,1,2,0,0,135108,1.0,58.09,29
Germany,Bachelors,Clerical,M,S,1,3,0,1,86155,0.0,52.27,63
United States,High School,Skilled Manual,M,M,1,0,1,2,54764,1.0,53.0,49
United Kingdom,High School,Manual,M,M,1,1,0,2,30841,1.0,51.04,50
United States,Partial College,Manual,M,S,0,1,0,0,30799,0.0,48.92,37
United Kingdom,Graduate Degree,Professional,M,S,1,3,0,0,132821,1.0,59.96,35
Germany,High School,Skilled Manual,M,S,0,0,0,0,54477,1.0,52.48,39
Canada,Bachelors,Professional,F,M,1,1,0,2,138069,1.0,52.15,58
United States,High School,Skilled Manual,M,S,0,2,0,0,57076,1.0,52.72,24
United States,Partial College,Clerical,M,S,0,2,0,0,82875,1.0,50.14,28
United Kingdom,Partial High School,Manual,F,S,0,1,0,0,36132,1.0,49.28,24
United States,High School,Skilled Manual,M,M,1,2,1,2,59304,0.0,48.35,50
Canada,Bachelors,Clerical,M,S,0,3,0,0,82538,1.0,49.96,37
United States,Bachelors,Clerical,M,M,1,2,0,2,81487,1.0,52.79,45
Australia,Bachelors,Skilled Manual,F,S,0,0,0,0,59513,1.0,49.96,31
United States,Partial College,Clerical,F,M,1,2,0,2,84711,1.0,47.41,44
Canada,Bachelors,Manual,F,M,0,0,1,1,33680,1.0,58.72,34
Canada,Partial High School,Skilled Manual,F,S,1,2,0,0,59951,1.0,51.85,48
United States,Partial College,Skilled Manual,M,S,0,0,0,0,55098,1.0,48.69,30
Germany,Graduate Degree,Management,F,M,1,3,2,2,104106,1.0,50.12,34
United States,Graduate Degree,Clerical,M,M,1,3,0,3,77695,1.0,47.34,65
United States,High School,Skilled Manual,M,S,0,0,0,0,52351,0.0,53.6,29
Australia,Bachelors,Management,M,S,1,2,0,0,111514,1.0,51.13,39
France,High School,Clerical,F,M,1,1,1,2,78727,0.0,46.79,50
United States,Bachelors,Manual,F,S,1,0,1,1,32710,1.0,53.56,58
Australia,Graduate Degree,Manual,F,S,0,0,0,0,30435,0.0,48.7,38
United Kingdom,Partial College,Manual,F,S,0,0,0,0,30340,1.0,53.56,33
United States,Graduate Degree,Professional,F,S,1,1,0,0,136386,1.0,49.74,33
Germany,Partial College,Management,M,M,1,1,1,2,111760,1.0,55.24,62
Australia,Bachelors,Manual,F,S,0,1,0,0,36462,1.0,55.42,33
United States,Partial College,Skilled Manual,F,M,1,2,1,1,60086,1.0,58.09,49
United States,High School,Manual,M,S,0,1,0,0,32017,0.0,49.54,29
United States,Partial College,Clerical,F,M,1,1,1,2,87412,0.0,54.79,50
United States,Bachelors,Skilled Manual,M,S,1,2,1,1,57729,0.0,47.77,61
United States,Bachelors,Management,M,M,1,0,1,2,111251,1.0,49.44,36
United States,Bachelors,Management,M,M,1,2,1,2,105555,1.0,51.83,41
United States,Partial College,Management,M,M,1,3,1,2,109007,1.0,48.9,43
France,Graduate Degree,Skilled Manual,F,S,1,2,0,1,59163,0.0,50.19,67
United States,Graduate Degree,Professional,F,S,1,1,0,0,134969,1.0,50.2,35
United States,Bachelors,Skilled Manual,F,M,0,1,0,1,53581,1.0,59.21,36
Germany,Partial College,Clerical,M,S,0,1,0,0,78113,1.0,52.26,26
United States,Graduate Degree,Professional,M,M,1,3,1,2,129112,0.0,49.35,33
United Kingdom,Partial College,Manual,F,S,1,0,0,0,34061,1.0,51.36,53
United Kingdom,Bachelors,Clerical,M,M,0,3,0,0,78111,0.0,52.14,31
Canada,Bachelors,Clerical,M,M,1,0,0,1,83723,0.0,49.99,37
Germany,High School,Skilled Manual,M,M,1,1,1,2,58468,0.0,53.06,53
United States,Bachelors,Management,F,S,1,2,0,0,108231,1.0,51.0,41
United States,High School,Clerical,M,M,0,1,0,0,76772,1.0,60.48,28
France,Partial College,Skilled Manual,M,S,0,0,0,0,54081,0.0,48.04,27
United States,Graduate Degree,Professional,F,M,1,2,0,0,136818,1.0,49.82,31
Australia,Bachelors,Manual,M,M,0,0,1,2,28862,0.0,52.84,37
Canada,Bachelors,Clerical,F,S,1,1,0,0,76642,0.0,44.81,46
France,Partial College,Skilled Manual,F,M,1,2,2,2,51114,1.0,48.76,63
United States,Bachelors,Clerical,M,S,1,0,0,0,77289,0.0,48.79,54
Australia,Graduate Degree,Skilled Manual,F,M,0,1,0,2,51433,1.0,51.6,35
Australia,Partial College,Clerical,F,M,1,2,1,2,84813,0.0,50.32,43
United States,Bachelors,Professional,M,M,1,1,0,2,133325,1.0,54.04,36
United States,Partial College,Manual,F,M,1,0,0,2,26292,1.0,49.64,52
Australia,Bachelors,Manual,M,S,0,1,0,0,35244,1.0,50.14,29
United States,Partial High School,Skilled Manual,F,S,0,1,0,0,53935,0.0,45.23,30
Australia,Bachelors,Clerical,M,S,0,3,0,0,84048,1.0,48.87,39
France,Bachelors,Clerical,F,S,0,1,0,0,83141,0.0,49.45,37
United Kingdom,Partial College,Management,M,S,0,0,0,0,103508,0.0,52.4,36
United States,Graduate Degree,Skilled Manual,F,S,0,2,0,0,53923,1.0,51.69,38
United Kingdom,Bachelors,Clerical,F,M,0,1,0,0,76971,1.0,54.6,30
United States,High School,Manual,F,S,0,1,0,0,28468,1.0,48.54,24
Australia,Graduate Degree,Manual,F,M,0,1,1,2,30662,1.0,50.12,37
United States,High School,Skilled Manual,M,S,0,1,0,0,61628,1.0,54.61,30
United States,Bachelors,Professional,F,S,1,3,0,1,134357,1.0,51.68,57
Australia,High School,Skilled Manual,M,M,1,1,2,2,53806,0.0,52.45,58
United States,Graduate Degree,Professional,M,M,1,2,0,2,134955,1.0,53.86,51
Australia,Bachelors,Skilled Manual,F,M,1,2,1,1,52925,1.0,60.31,40
United States,High School,Clerical,F,M,0,1,0,0,84594,1.0,58.93,28
United States,Graduate Degree,Clerical,F,S,1,3,0,0,84157,0.0,56.94,51
Australia,Partial College,Management,M,M,0,3,0,0,108361,0.0,47.26,26
United States,Graduate Degree,Professional,F,M,1,3,0,2,128447,1.0,57.06,35
France,High School,Skilled Manual,M,S,0,1,0,0,62034,1.0,52.08,45
Australia,Bachelors,Professional,M,S,1,2,0,0,132896,0.0,49.17,39
United States,Partial College,Management,M,M,1,1,1,2,102360,1.0,51.5,47
United States,Partial College,Skilled Manual,M,M,1,2,0,2,58691,1.0,51.41,45
Germany,Bachelors,Manual,F,S,0,1,0,0,30656,1.0,50.42,51
Germany,Bachelors,Professional,M,M,1,2,1,2,135279,0.0,52.75,43
United States,Graduate Degree,Skilled Manual,F,S,0,0,0,0,55202,1.0,50.39,38
Australia,Bachelors,Skilled Manual,F,M,0,1,0,1,55929,1.0,50.14,32
United States,Graduate Degree,Skilled Manual,M,M,0,1,1,1,59710,0.0,49.64,34
Germany,Partial College,Clerical,F,M,1,2,2,2,77701,1.0,51.47,51
Germany,Partial College,Clerical,M,M,1,2,1,2,84878,1.0,55.23,61
United States,Bachelors,Professional,M,M,1,2,0,2,129561,0.0,52.29,60
United States,Bachelors,Skilled Manual,M,M,0,1,1,2,51918,1.0,51.63,35
United States,High School,Manual,F,S,0,0,0,0,33542,1.0,50.44,47
United States,Bachelors,Clerical,F,M,1,2,0,1,76473,1.0,53.4,34
United States,Graduate Degree,Professional,F,M,1,1,0,2,136135,0.0,50.06,45
United States,Bachelors,Management,F,S,0,2,0,0,105265,0.0,56.64,35
Australia,Partial College,Skilled Manual,F,S,1,1,0,0,57548,1.0,54.42,49
United Kingdom,Bachelors,Skilled Manual,M,M,1,0,0,2,57898,1.0,51.38,41
Germany,Graduate Degree,Skilled Manual,M,M,1,1,1,2,60598,1.0,50.68,69
United States,Bachelors,Management,F,S,1,0,0,0,111837,1.0,56.34,46
Canada,Partial High School,Skilled Manual,M,S,0,1,0,0,53638,0.0,51.08,27
Australia,Graduate Degree,Professional,F,S,1,2,0,0,132023,0.0,47.82,35
France,Graduate Degree,Professional,F,S,1,2,0,0,133166,0.0,47.37,42
Germany,High School,Clerical,M,S,0,3,0,0,79497,1.0,59.32,31
United States,High School,Clerical,M,S,0,3,0,0,83324,0.0,48.09,24
Australia,Graduate Degree,Clerical,M,S,1,1,0,0,83145,1.0,61.3,46
United States,Graduate Degree,Manual,M,S,0,1,0,0,27352,1.0,55.45,51
France,Partial High School,Skilled Manual,F,S,0,2,0,0,53089,1.0,51.39,24
United Kingdom,Partial High School,Manual,F,S,0,1,0,0,32954,0.0,58.38,32
Canada,Bachelors,Clerical,M,M,1,1,0,1,85550,0.0,50.06,39
United States,High School,Skilled Manual,F,S,0,1,0,0,55020,0.0,46.63,29
United States,Partial College,Clerical,M,S,1,2,0,0,87689,0.0,45.79,53
United Kingdom,Partial College,Clerical,M,S,1,2,0,0,86621,0.0,51.99,44
United States,Bachelors,Skilled Manual,F,M,1,1,1,2,53029,1.0,55.95,40
United States,Graduate Degree,Skilled Manual,M,S,0,2,0,0,60090,0.0,55.93,41
United Kingdom,Partial College,Skilled Manual,M,S,0,0,0,0,55067,1.0,59.16,26
France,Partial High School,Manual,F,S,0,1,0,0,29101,1.0,52.27,32
United States,Partial College,Manual,F,M,0,1,0,0,36305,1.0,48.44,27
Germany,High School,Clerical,M,S,1,1,0,0,85063,0.0,52.01,50
United States,Bachelors,Professional,F,M,1,2,1,2,127166,1.0,63.37,51
United States,Graduate Degree,Professional,F,S,1,2,0,0,135956,0.0,53.44,33
United States,Graduate Degree,Professional,M,M,1,2,0,2,135784,1.0,54.49,51
Australia,Bachelors,Management,F,S,1,3,0,0,108199,0.0,56.87,40
United Kingdom,Bachelors,Skilled Manual,F,M,1,0,0,2,56150,1.0,55.66,46
United States,Partial College,Management,F,S,1,3,0,0,102187,0.0,50.72,56
Australia,Partial College,Clerical,M,S,1,2,0,0,80487,0.0,46.94,43
Canada,Bachelors,Skilled Manual,F,S,0,1,0,0,61883,0.0,52.53,41
United States,Graduate Degree,Management,F,S,1,0,1,1,111794,0.0,49.29,68
United Kingdom,Partial High School,Manual,M,S,0,0,0,0,27065,0.0,49.38,40
Australia,Partial College,Skilled Manual,M,M,1,1,2,2,60779,0.0,45.39,44
United States,Bachelors,Clerical,M,M,1,2,0,2,86577,0.0,53.43,64
Germany,Partial High School,Manual,M,S,0,1,0,0,29064,0.0,46.46,30
United States,Bachelors,Management,M,S,1,1,0,0,103186,0.0,55.18,38
France,High School,Skilled Manual,F,S,0,1,0,0,61269,1.0,48.41,45
Germany,High School,Clerical,F,M,1,2,0,1,77768,0.0,52.23,52
France,Partial High School,Manual,M,M,0,1,0,0,30895,1.0,47.17,30
United States,Partial College,Management,F,S,0,1,0,0,108827,1.0,48.29,32
Australia,Partial High School,Manual,F,M,1,0,0,2,31633,0.0,51.67,59
United States,Graduate Degree,Management,M,S,0,1,0,0,112198,1.0,45.46,36
United States,Bachelors,Manual,F,M,1,0,2,2,32469,1.0,51.87,62
Canada,Bachelors,Skilled Manual,F,S,0,1,0,0,59648,1.0,56.78,32
Germany,Partial College,Manual,M,S,0,1,0,0,36499,0.0,47.41,35
Australia,Bachelors,Skilled Manual,M,M,0,2,0,0,58042,1.0,47.92,29
United States,Bachelors,Skilled Manual,F,S,1,1,0,1,56213,0.0,57.93,64
Australia,High School,Manual,F,S,0,0,0,0,31357,1.0,54.56,32
Australia,Graduate Degree,Clerical,F,M,1,1,1,1,82339,0.0,47.65,34
United States,Bachelors,Management,M,S,1,0,0,0,103109,1.0,58.17,39
United States,Partial College,Manual,M,M,1,1,0,2,28738,1.0,47.27,54
Germany,Graduate Degree,Skilled Manual,F,M,1,1,1,1,54970,1.0,55.71,46
United Kingdom,Bachelors,Management,M,M,1,2,0,0,109426,1.0,54.52,38
United States,Graduate Degree,Management,M,S,1,0,0,0,107512,0.0,48.76,37
United States,Partial High School,Skilled Manual,F,S,1,1,0,0,53305,1.0,50.2,48
Germany,Bachelors,Clerical,M,M,1,3,1,2,87224,0.0,54.12,45
Australia,Bachelors,Manual,F,S,0,0,0,0,33587,1.0,51.39,34
Australia,Partial College,Management,M,M,1,2,2,2,104122,1.0,49.92,43
United States,Graduate Degree,Clerical,F,M,1,0,1,2,83394,0.0,48.52,33
United States,High School,Skilled Manual,M,S,0,1,0,0,52287,0.0,53.27,33
United States,Bachelors,Clerical,M,M,1,3,0,2,82586,1.0,48.71,61
United States,Bachelors,Management,F,S,1,1,0,0,103311,0.0,49.39,38
Australia,High School,Clerical,M,M,1,2,2,2,84506,1.0,48.33,58
Germany,High School,Manual,F,S,0,0,0,0,34125,1.0,48.27,35
Australia,Partial High School,Skilled Manual,F,M,1,1,0,2,62052,1.0,54.97,55
United States,Partial High School,Skilled Manual,M,M,1,0,0,2,59542,0.0,51.53,50
United States,High School,Skilled Manual,F,M,1,0,0,2,51895,1.0,50.19,48
United States,Partial College,Manual,F,S,0,1,0,0,26068,0.0,45.5,28
United Kingdom,Bachelors,Skilled Manual,F,M,1,1,1,1,51408,0.0,51.97,38
United States,High School,Manual,F,M,1,0,1,2,35903,1.0,52.4,47
France,Partial College,Management,F,S,1,0,0,0,108582,1.0,51.98,52
Australia,Bachelors,Professional,F,S,0,1,0,0,129444,0.0,51.14,30
United States,High School,Clerical,F,M,1,2,0,2,83482,1.0,53.35,55
Canada,Bachelors,Manual,M,S,0,0,0,0,27815,0.0,49.43,39
United States,Partial High School,Manual,M,S,0,0,0,0,26747,1.0,60.06,48
Australia,Partial College,Clerical,F,M,1,1,2,2,77408,0.0,50.26,42
United States,High School,Clerical,F,S,0,0,0,0,78634,1.0,53.99,28
United States,Partial College,Clerical,M,S,0,2,0,0,78712,1.0,52.47,25
Canada,Graduate Degree,Clerical,M,M,1,2,1,2,83699,0.0,48.91,38
United States,Bachelors,Skilled Manual,M,M,0,1,0,2,57123,0.0,58.41,36
United States,Partial College,Skilled Manual,M,M,1,1,1,2,53950,1.0,54.28,47
Australia,Bachelors,Clerical,M,M,1,2,0,2,82436,1.0,60.7,64
United States,Graduate Degree,Management,M,M,1,1,0,2,111420,0.0,45.8,45
Canada,High School,Manual,M,M,1,0,1,2,33400,0.0,46.27,49
Germany,Partial College,Skilled Manual,M,S,0,1,0,0,54996,0.0,49.03,27
United States,Bachelors,Management,M,M,1,3,0,2,110084,1.0,54.99,46
Canada,Bachelors,Management,M,M,1,1,1,1,112965,1.0,52.09,39
Australia,Bachelors,Management,M,S,1,1,0,0,104381,1.0,50.01,46
United States,High School,Manual,M,M,0,0,0,0,28825,0.0,48.12,24
France,Partial High School,Manual,F,S,0,1,0,0,34487,0.0,54.75,31
United States,Bachelors,Skilled Manual,F,S,0,1,0,0,52582,1.0,53.85,40
United States,High School,Clerical,M,S,1,1,0,0,81690,1.0,54.93,44
Canada,Graduate Degree,Skilled Manual,M,M,0,0,1,1,56006,1.0,52.54,33
United States,High School,Skilled Manual,M,S,0,1,0,0,55051,0.0,49.95,29
Australia,High School,Skilled Manual,F,M,1,2,0,2,51601,1.0,54.62,54
France,Partial College,Clerical,M,S,1,2,0,0,85153,0.0,52.86,52
Germany,Partial College,Management,F,M,1,1,1,2,103072,1.0,52.68,41
Australia,Bachelors,Management,M,S,0,3,0,0,104087,0.0,49.57,29
Germany,High School,Skilled Manual,F,M,1,1,1,2,61067,1.0,50.82,57
Germany,Partial College,Skilled Manual,F,S,1,2,0,0,58462,1.0,51.94,51
France,High School,Skilled Manual,M,M,1,2,2,2,54712,0.0,49.72,50
United States,Graduate Degree,Professional,F,M,1,2,0,2,135709,0.0,53.95,45
Australia,Bachelors,Professional,F,M,1,3,0,0,137614,1.0,53.12,37
United Kingdom,Partial College,Skilled Manual,M,S,0,1,0,0,61565,0.0,45.66,36
United States,Bachelors,Management,F,M,1,2,0,0,111059,1.0,50.7,37
France,Partial College,Clerical,M,S,1,1,0,1,85497,1.0,57.47,61
United States,Graduate Degree,Clerical,F,S,1,1,0,0,82481,0.0,46.66,51
Australia,Graduate Degree,Professional,F,S,1,3,0,0,130731,0.0,50.49,38
United States,Graduate Degree,Management,F,M,1,1,2,2,106171,1.0,52.12,36
United States,High School,Manual,M,M,0,1,0,0,31285,1.0,49.73,24
Australia,Partial College,Manual,M,M,1,0,1,2,36674,0.0,51.06,43
United States,Bachelors,Clerical,M,M,1,0,1,2,86211,1.0,50.33,54
United States,High School,Manual,F,S,0,1,0,0,29042,0.0,50.75,30
United Kingdom,Graduate Degree,Clerical,M,M,1,2,0,1,82193,1.0,51.96,36
United States,Graduate Degree,Skilled Manual,F,S,0,0,0,0,57052,0.0,49.32,32
United Kingdom,Bachelors,Skilled Manual,M,S,1,1,0,1,59937,1.0,47.92,65
United States,Bachelors,Clerical,F,S,0,3,0,0,79533,1.0,54.4,40
United Kingdom,Bachelors,Manual,M,M,1,0,1,2,33529,1.0,49.89,59
France,Bachelors,Clerical,F,M,1,0,0,2,82909,1.0,45.62,51
United Kingdom,Bachelors,Management,F,M,1,2,0,2,112866,1.0,54.19,41
France,Bachelors,Clerical,F,M,1,2,0,1,76398,0.0,52.39,36
United States,Partial College,Manual,F,S,0,0,0,0,31087,0.0,48.35,31
Australia,Bachelors,Clerical,M,M,1,2,1,2,82949,0.0,45.48,39
United Kingdom,Bachelors,Clerical,M,M,1,1,0,2,83470,0.0,48.23,59
Canada,Graduate Degree,Manual,M,M,0,0,0,0,31959,0.0,51.48,31
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,62115,0.0,51.65,40
Australia,High School,Skilled Manual,F,S,1,1,0,0,57976,1.0,51.29,49
Germany,High School,Skilled Manual,M,S,0,0,0,0,60981,0.0,52.16,33
Australia,Partial High School,Manual,M,S,0,1,0,0,25976,0.0,45.02,34
Canada,Bachelors,Skilled Manual,M,M,0,2,0,2,53353,0.0,46.02,36
United States,Bachelors,Skilled Manual,M,M,1,2,0,1,62606,0.0,46.21,39
Australia,Bachelors,Management,F,M,1,3,0,0,112816,1.0,59.46,36
United Kingdom,Bachelors,Clerical,F,M,1,2,1,1,87112,0.0,52.32,39
United States,Partial College,Clerical,F,S,0,1,0,0,78633,0.0,47.5,37
Australia,Bachelors,Manual,M,M,0,1,0,0,27104,0.0,48.73,24
Australia,Bachelors,Manual,F,S,0,0,0,0,32658,0.0,49.69,39
Australia,Partial High School,Manual,F,M,1,1,0,2,32781,0.0,49.22,53
Canada,Partial College,Clerical,M,S,0,0,0,0,83386,1.0,53.55,41
Australia,Graduate Degree,Management,M,S,0,2,0,0,111506,1.0,61.66,35
United States,High School,Skilled Manual,M,M,1,1,0,2,54442,1.0,59.19,49
France,Partial High School,Skilled Manual,F,M,0,0,0,1,58543,1.0,58.98,32
Canada,Graduate Degree,Clerical,M,S,0,1,0,0,79422,1.0,55.64,32
United Kingdom,Partial High School,Skilled Manual,M,S,0,1,0,0,54737,0.0,50.9,24
United States,Bachelors,Clerical,F,M,1,1,2,2,76294,1.0,52.03,42
Australia,Bachelors,Professional,M,M,1,3,0,0,138411,0.0,50.84,38
United States,Partial College,Clerical,M,M,1,1,1,2,79056,1.0,50.54,48
Australia,Bachelors,Skilled Manual,M,S,0,2,0,0,52091,0.0,51.41,40
Germany,High School,Clerical,M,S,0,1,0,0,78199,1.0,48.06,38
United States,Bachelors,Clerical,M,M,1,1,1,2,78937,0.0,50.7,41
United States,Graduate Degree,Management,M,M,1,3,0,2,113323,1.0,55.63,68
Australia,Graduate Degree,Skilled Manual,M,M,1,1,3,3,59210,0.0,49.93,65
United Kingdom,Bachelors,Manual,F,M,0,1,1,2,36498,1.0,48.22,37
Australia,Bachelors,Clerical,M,S,0,1,0,0,85680,0.0,47.57,35
United States,Partial College,Manual,F,S,1,0,0,0,36525,1.0,51.38,54
United States,Partial College,Management,M,M,0,0,0,0,106907,0.0,53.56,26
France,High School,Skilled Manual,M,M,1,1,1,1,54541,1.0,51.56,53
United States,Partial College,Clerical,F,M,1,1,0,1,78936,0.0,46.52,40
United States,Bachelors,Manual,M,M,0,0,1,1,32435,0.0,48.62,38
Germany,High School,Manual,F,S,0,0,0,0,29780,1.0,50.28,35
United States,Graduate Degree,Management,F,M,1,2,0,0,105998,1.0,56.18,34
United States,Partial College,Skilled Manual,F,S,0,1,0,0,61933,0.0,57.5,31
Australia,Graduate Degree,Management,F,M,1,3,0,0,109363,1.0,52.28,35
United States,Partial High School,Manual,F,S,1,0,1,1,26786,1.0,56.81,59
United States,Partial High School,Manual,F,S,0,1,0,0,30661,1.0,55.23,50
United States,Partial High School,Skilled Manual,M,S,1,0,0,1,55481,1.0,49.81,83
Australia,Bachelors,Clerical,M,M,1,3,2,2,78363,0.0,55.22,46
United States,Bachelors,Management,M,S,1,2,0,0,110726,1.0,51.61,39
United States,Partial High School,Skilled Manual,F,M,1,2,1,2,59632,0.0,48.65,48
Canada,Graduate Degree,Management,M,M,1,1,1,2,107577,0.0,54.33,51
Germany,High School,Clerical,M,M,1,3,0,1,83496,0.0,45.81,44
Australia,High School,Skilled Manual,F,S,0,2,0,0,56965,0.0,51.63,27
United States,Partial College,Management,M,S,0,1,0,0,113218,0.0,52.53,31
United States,High School,Skilled Manual,M,S,0,1,0,0,58278,0.0,47.97,29
Germany,Bachelors,Skilled Manual,M,M,0,1,0,0,54223,1.0,48.93,31
Australia,Bachelors,Clerical,M,S,0,1,0,0,87782,0.0,49.26,32
United States,Graduate Degree,Manual,M,M,0,0,0,0,28961,0.0,49.0,30
United States,Bachelors,Management,F,S,1,2,0,1,111799,0.0,45.92,60
